"user_id","age","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","total_clicks","total_nights","total_rooms","avg_hotel_per_room_usd","avg_base_fare_usd","session_count","avg_session_duration_in_seconds","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","con_rate_flights","con_rate_hotels","con_rate_combined","total_return_flight_booked","age_bucket","family_status","activity_level","cancellation_behavior","discount_usage_behavior","booking_type_preference","interaction_duration","loyalty_level","hotel_price_category","flight_fare_category","total_trips","total_flight_booked","total_hotel_booked","total_seats","money_spent_hotel","money_spent_filght","money_spent_booking","total_time_before_trip","miles_flown"
"511125","49","F","true","true","canada","quebec","YQB","46.788","-71.398","2023-01-05","99","7","3","92.33","360.17","8","92","0","3","3","0.05","0.17","0.38","0.38","0.75","3","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","3","6","3","3","487.10","1045.1195","1532.2195","22","5894.90"
"511126","28","F","false","false","usa","boston","BOS","42.364","-71.005","2023-01-05","150","20","6","176.40","775.42","9","123","0","2","1","0.13","0.10","0.33","0.56","0.89","3","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","6","5","4","3564.1","2326.25","5890.35","26","8834.32"
"511140","41","F","false","false","usa","san diego","NZY","32.699","-117.215","2023-01-05","131","32","3","88.50","331.35","8","122","0","2","1","0.13","0.05","0.25","0.25","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","3","4","2","3","3610.80","657.6620","4268.4620","11","2027.60"
"511142","42","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-05","132","13","4","123.67","232.08","8","123","0","2","1","0.23","0.15","0.38","0.38","0.75","3","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","2102","696.25","2798.25","16","2789.94"
"511145","31","F","false","true","usa","wichita","IAB","37.623","-97.267","2023-01-05","98","19","6","147.67","43.19","8","91","0","2","2","0.25","0.10","0.13","0.38","0.50","1","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","3","2","3","1","4699.7","25.914000000000004319","4725.614000000000004319","4","249.69"
"511148","45","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-05","108","14","3","219.67","650.43","8","101","0","1","3","0.05","0.22","0.25","0.38","0.63","2","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","1627.0","1300.85","2927.85","9","7099.76"
"511160","43","M","true","false","usa","austin","AUS","30.194","-97.67","2023-01-05","135","6","2","123.00","395.78","8","126","0","2","0","0.30","","0.38","0.25","0.63","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","3","606","1187.33","1793.33","23","6854.52"
"511178","38","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-05","173","9","4","115.00","405.64","8","162","0","1","2","0.20","0.18","0.38","0.50","0.88","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","3","922.00","1196.356","2118.356","21","6677.78"
"511195","53","F","true","false","usa","tallahassee","TLH","30.396","-84.35","2023-01-05","152","7","3","182.50","573.78","8","140","0","0","1","","0.15","0.13","0.25","0.38","1","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","1802","573.78","2375.78","3","3290.18"
"511208","33","F","false","false","usa","salt lake city","SLC","40.788","-111.978","2023-01-05","107","19","4","309.33","381.49","8","100","0","4","1","0.14","0.10","0.38","0.38","0.75","2","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Luxury","Mid-Range","3","5","3","4","6786","1091.315","7877.315","19","6957.74"
"511219","18","F","false","false","usa","phoenix","PHX","33.434","-112.008","2023-01-05","59","2","2","103.00","","8","55","0","1","0","0.10","","0.00","0.13","0.13","0","17-25","Single With No Children","Medium Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","1","0","1","","412","","","",""
"511223","45","F","true","true","canada","ottawa","YOW","45.323","-75.669","2023-01-05","430","32","6","195.25","210.20","10","891","1","3","2","0.08","0.15","0.50","0.40","0.90","5","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","2","3","474.80","914.70","1389.50","15","4655.60"
"511238","69","F","false","false","usa","colorado springs","COS","38.806","-104.7","2023-01-05","76","","","","","8","70","0","1","1","0.20","0.20","0.00","0.00","0.00","0","50+","Single With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"511260","36","F","false","true","usa","san jose","SJC","37.362","-121.929","2023-01-05","152","11","2","253.00","720.00","8","141","0","1","0","0.05","","0.13","0.25","0.38","1","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","2450","720.0","3170.0","7","4271.03"
"511298","35","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-05","176","17","4","129.50","265.70","8","163","0","1","1","0.15","0.10","0.38","0.50","0.88","3","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","3","2082.4","797.11","2879.51","23","4575.85"
"511314","23","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","154","16","3","129.00","957.45","9","127","0","0","0","","","0.22","0.33","0.56","2","17-25","Single With No Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","3","2868","1914.9","4782.9","203","7318.48"
"511326","42","F","true","false","usa","seattle","BFI","47.53","-122.302","2023-01-05","131","9","3","122.33","466.14","8","121","0","2","0","0.30","","0.38","0.38","0.75","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1101","1229.8840","2330.8840","23","7933.22"
"511328","34","M","true","true","usa","phoenix","LUF","33.535","-112.383","2023-01-05","91","13","2","90.00","407.38","8","84","0","0","1","","0.05","0.13","0.25","0.38","1","26-35","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","2","2","1","1199.20","407.38","1606.58","6","2399.79"
"511331","48","F","false","true","canada","calgary","YYC","51.114","-114.02","2023-01-05","272","6","8","277.80","832.04","9","923","1","3","3","0.13","0.08","0.89","0.67","1.56","8","36-50","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","12","5","10","1619.45","3794.720","5414.170","38","11005.91"
"511364","38","F","false","true","usa","new york","JFK","40.64","-73.779","2023-01-05","225","5","3","198.33","483.63","8","209","0","0","2","","0.15","0.38","0.38","0.75","3","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1039","1450.89","2489.89","21","8378.82"
"511377","65","F","true","false","canada","gatineau","YND","45.521","-75.564","2023-01-05","150","8","2","344.50","","8","141","0","2","0","0.08","","0.00","0.25","0.25","0","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Luxury","Unknown","2","0","2","","3266","","","",""
"511379","48","F","false","false","canada","montreal","YUL","45.468","-73.741","2023-01-05","129","7","3","155.67","228.15","9","107","0","2","0","0.10","","0.33","0.33","0.67","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","643","680.1680","1323.1680","15","3602.20"
"511397","37","F","false","true","usa","new york","LGA","40.777","-73.872","2023-01-05","173","11","8","201.20","403.50","9","143","0","3","0","0.12","","0.56","0.56","1.11","5","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","8","3996","2006.3530","6002.3530","28","9298.02"
"511398","40","M","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","210","21","5","216.80","391.89","8","194","0","0","2","","0.18","0.63","0.63","1.25","4","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","9","5","5","3354.00","1959.45","5313.45","49","13481.42"
"511399","48","F","true","true","usa","san diego","NZY","32.699","-117.215","2023-01-05","114","6","1","65.00","660.36","9","94","0","0","2","","0.13","0.22","0.11","0.33","2","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","4","1","2","390","1320.71","1710.71","15","7129.80"
"511418","52","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-05","101","4","1","128.00","736.58","8","94","0","1","2","0.25","0.10","0.25","0.13","0.38","2","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","1","2","460.8","1289.1825","1749.9825","19","7677.17"
"511424","44","F","false","false","usa","nashville","BNA","36.124","-86.678","2023-01-05","105","16","2","148.50","375.26","8","97","0","3","0","0.12","","0.13","0.25","0.38","1","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","2887","375.26","3262.26","12","2218.09"
"511433","50","F","true","false","usa","orlando","MCO","28.429","-81.316","2023-01-05","120","19","6","123.50","502.09","9","100","0","0","2","","0.18","0.44","0.44","0.89","4","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","4","6","1979.60","2008.35","3987.95","29","9598.63"
"511440","42","F","false","false","usa","st. louis","STL","38.748","-90.36","2023-01-05","139","7","2","161.00","310.17","8","132","0","4","0","0.14","","0.25","0.25","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","1057","620.33","1677.33","13","3579.73"
"511455","37","F","false","false","canada","montreal","YMX","45.68","-74.039","2023-01-05","141","2","1","161.00","515.46","8","132","0","1","1","0.20","0.10","0.38","0.13","0.50","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","1","3","322","1546.38","1868.38","20","8310.25"
"511469","57","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","94","7","2","127.50","355.79","8","87","0","0","0","","","0.25","0.25","0.50","2","50+","Single With No Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","2","2","918","711.57","1629.57","17","4124.27"
"511489","43","F","true","false","usa","louisville","LOU","38.228","-85.664","2023-01-05","158","15","4","164.00","1052.13","8","148","0","1","1","0.25","0.15","0.13","0.38","0.50","1","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","3","2","3","2","3046.60","1052.13","4098.73","8","3207.39"
"511502","47","M","true","true","usa","milwaukee","MKE","42.947","-87.896","2023-01-05","203","11","2","255.50","307.24","10","151","0","2","1","0.18","0.20","0.20","0.20","0.40","2","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","4327","614.47","4941.47","13","3379.10"
"511504","34","F","false","false","usa","washington","IAD","38.944","-77.456","2023-01-05","136","7","3","168.67","506.54","8","127","0","1","0","0.05","","0.38","0.38","0.75","3","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1179","1519.61","2698.61","17","8362.01"
"511535","52","F","true","true","usa","chicago","ORD","41.979","-87.904","2023-01-05","155","8","2","162.00","348.48","8","144","0","1","1","0.05","0.10","0.38","0.25","0.63","3","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","3","906.6","1031.5795","1938.1795","13","5311.19"
